,Name,Price,Recorded_On,Search_Word,Link
235,FINAL-FANTASY-XIII-2-PS3-Windows,$59.99,2019-01-29,final fantasy playstation,https://www.amazon.com/FINAL-FANTASY-XIII-2-PS3-Windows/dp/B00GMTGVC4
236,Fantasy-International-Zodiac-Ultimate-Playstation-2,$37.86,2019-01-29,final fantasy playstation,https://www.amazon.com/Fantasy-International-Zodiac-Ultimate-Playstation-2/dp/B002C1AGZE
237,Skylanders-Imaginators-PlayStation-4,$17.75,2019-01-29,final fantasy playstation,https://www.amazon.com/Skylanders-Imaginators-PlayStation-4/dp/B01GF9L1OS
238,Skylanders-Imaginators-Xbox-One,$39.50,2019-01-29,final fantasy playstation,https://www.amazon.com/Skylanders-Imaginators-Xbox-One/dp/B01GF9L1NO
239,Skylanders-Imaginators-Wii-U,$4.41,2019-01-29,final fantasy playstation,https://www.amazon.com/Skylanders-Imaginators-Wii-U/dp/B01GF9L1JI
240,Skylanders-Imaginators-PlayStation-3,$22.99,2019-01-29,final fantasy playstation,https://www.amazon.com/Skylanders-Imaginators-PlayStation-3/dp/B01GF9L1T8
241,Fantasy-Itadaki-Portable-Ultimate-Sony-PSP,$55.02,2019-01-29,final fantasy playstation,https://www.amazon.com/Fantasy-Itadaki-Portable-Ultimate-Sony-PSP/dp/B0012I9582
242,Final-Fantasy-International-Japan-PlayStation1-PlayStation2,$210.37,2019-01-29,final fantasy playstation,https://www.amazon.com/Final-Fantasy-International-Japan-PlayStation1-PlayStation2/dp/B00005OVV7
243,Dragon-Fantasy-Itadaki-Special-Playstation-2,$66.64,2019-01-29,final fantasy playstation,https://www.amazon.com/Dragon-Fantasy-Itadaki-Special-Playstation-2/dp/B0006B100C
244,Super-Street-Fighter-IV-Playstation-3,$29.95,2019-01-29,final fantasy playstation,https://www.amazon.com/Super-Street-Fighter-IV-Playstation-3/dp/B002TDIEEK
