,Name,Price,Recorded_On,Search_Word,Link,ISBN-10,ISBN-13,Language,Paperback,Publisher,File Size,Print Length,Publication Date,Simultaneous Device Usage,Failed SS,Series,Hardcover,Page Numbers Source ISBN
15,Numsense-Data-Science-Layman-Added,$28.99,2019-02-04,Data Science,https://www.amazon.com/Numsense-Data-Science-Layman-Added/dp/9811110689,9811110689,978-9811110689,English,146 pages,"Annalyn Ng &amp; Kenneth Soo; 1 edition (March 24, 2017)",,,,,,,,
16,Numsense-Data-Science-Layman-Added-ebook,$3.99,2019-02-04,Data Science,https://www.amazon.com/Numsense-Data-Science-Layman-Added-ebook/dp/B01N29ZEM6,,,,,,,,,,True,,,
17,Heard-Data-Science-Interviews-Interview,$47.99,2019-02-04,Data Science,https://www.amazon.com/Heard-Data-Science-Interviews-Interview/dp/1727287320,1727287320,978-1727287325,English,240 pages,"CreateSpace Independent Publishing Platform (October 3, 2018)",,,,,,,,
18,What-Data-Science-Mike-Loukides-ebook,$0.00,2019-02-04,Data Science,https://www.amazon.com/What-Data-Science-Mike-Loukides-ebook/dp/B007R8BHAK,,,,,"O'Reilly Media; 1 edition (April 10, 2011)",1589 KB,27 pages,"April 10, 2012",Unlimited,,,,
19,Naked-Statistics-Stripping-Dread-Data,$11.52,2019-02-04,Data Science,https://www.amazon.com/Naked-Statistics-Stripping-Dread-Data/dp/039334777X,9780393347777,978-0393347777,English,304 pages,"W. W. Norton &amp; Company; 1 edition (January 13, 2014)",,,,,,,,
20,Naked-Statistics-Stripping-Dread-Data-ebook,$10.94,2019-02-04,Data Science,https://www.amazon.com/Naked-Statistics-Stripping-Dread-Data-ebook/dp/B007Q6XLF2,,,,,,,,,,True,,,
21,Doing-Data-Science-Straight-Frontline,$26.09,2019-02-04,Data Science,https://www.amazon.com/Doing-Data-Science-Straight-Frontline/dp/1449358659,1449358659,978-1449358655,English,408 pages,"O'Reilly Media; 1 edition (November 3, 2013)",,,,,,,,
22,Doing-Data-Science-Straight-Frontline-ebook,$24.79,2019-02-04,Data Science,https://www.amazon.com/Doing-Data-Science-Straight-Frontline-ebook/dp/B00FRSNHDC&selectObb=rent,,,,,,,,,,True,,,
23,Data-Smart-Science-Transform-Information,$26.56,2019-02-04,Data Science,https://www.amazon.com/Data-Smart-Science-Transform-Information/dp/111866146X,111866146X,978-1118661468,English,432 pages,"Wiley; 1 edition (November 4, 2013)",,,,,,,,
24,Data-Smart-Science-Transform-Information-ebook,$23.99,2019-02-04,Data Science,https://www.amazon.com/Data-Smart-Science-Transform-Information-ebook/dp/B00F0WRXI0,,,,,,,,,,True,,,
25,Value-Your-Personal-Data,$2.99,2019-02-04,Data Science,https://www.amazon.com/Value-Your-Personal-Data/dp/B01MT68IKS,,,,,,,,,,True,,,
26,Data-Analytics-Made-Accessible-2018-ebook,$9.99,2019-02-04,Data Science,https://www.amazon.com/Data-Analytics-Made-Accessible-2018-ebook/dp/B00K2I2JL8,,,,,,,,,,True,,,
27,Data-Science-Dummies-Computers-ebook,$15.99,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Dummies-Computers-ebook/dp/B06WWPG3NH,,,,,,,,,,True,,,
28,Data-Science-Dummies-2nd-Computers,$22.82,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Dummies-2nd-Computers/dp/1119327636,9781119327639,,English,384 pages,"For Dummies; 2 edition (March 6, 2017)",,,,,,For Dummies (Computers)<br/>,,
29,Statistics-Art-Science-Learning-Data,$25.49,2019-02-04,Data Science,https://www.amazon.com/Statistics-Art-Science-Learning-Data/dp/0321997832&selectObb=rent,,,,,,,,,,True,,,
30,Statistics-Art-Science-Learning-Data,$194.48,2019-02-04,Data Science,https://www.amazon.com/Statistics-Art-Science-Learning-Data/dp/0321997832&selectObb=rent,,,,,,,,,,True,,,
31,Statistics-Science-Learning-Data-Global,$59.49,2019-02-04,Data Science,https://www.amazon.com/Statistics-Science-Learning-Data-Global/dp/1292164778,,,,,,,,,,True,,,
32,Think-Like-Scientist-step-step,$35.09,2019-02-04,Data Science,https://www.amazon.com/Think-Like-Scientist-step-step/dp/1633430278,9781633430273,978-1633430273,English,328 pages,"Manning Publications; 1 edition (April 2, 2017)",,,,,,,,
33,Value-Your-Personal-Data,$2.99,2019-02-04,Data Science,https://www.amazon.com/Value-Your-Personal-Data/dp/B01MT68IKS,,,,,,,,,,True,,,
34,Practical-Statistics-Data-Scientists-Essential-ebook,$24.99,2019-02-04,Data Science,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential-ebook/dp/B071NVDFD6,,,,,"O'Reilly Media; 1 edition (May 10, 2017)",21119 KB,318 pages,"May 10, 2017",Unlimited,,,,
35,Practical-Statistics-Data-Scientists-Essential,$29.67,2019-02-04,Data Science,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/9352135652,,,,,,,,,,True,,,
36,Storytelling-Data-Visualization-Business-Professionals,$20.12,2019-02-04,Data Science,https://www.amazon.com/Storytelling-Data-Visualization-Business-Professionals/dp/1119002257,1119002257,978-1119002253,English,288 pages,"Wiley; 1 edition (November 2, 2015)",,,,,,,,
37,Storytelling-Data-Visualization-Business-Professionals-ebook,$19.11,2019-02-04,Data Science,https://www.amazon.com/Storytelling-Data-Visualization-Business-Professionals-ebook/dp/B016DHQSM2,,,,,,,,,,True,,,
38,Science-Design-Manual-Texts-Computer,$54.92,2019-02-04,Data Science,https://www.amazon.com/Science-Design-Manual-Texts-Computer/dp/3319554433,9783319554433,,English,,"Springer; 1st ed. 2017 edition (July 1, 2017)",,,,,,Texts in Computer Science<br/>,445 pages,
39,Science-Design-Manual-Texts-Computer-ebook,$54.43,2019-02-04,Data Science,https://www.amazon.com/Science-Design-Manual-Texts-Computer-ebook/dp/B073N5ZDMK,,,,,,,,,,True,,,
40,Python-Data-Analysis-Wrangling-IPython,$44.42,2019-02-04,Data Science,https://www.amazon.com/Python-Data-Analysis-Wrangling-IPython/dp/1491957662,1491957662,978-1491957660,English,550 pages,"O'Reilly Media; 2 edition (October 20, 2017)",,,,,,,,
41,Python-Data-Analysis-Wrangling-IPython-ebook,$29.99,2019-02-04,Data Science,https://www.amazon.com/Python-Data-Analysis-Wrangling-IPython-ebook/dp/B075X4LT6K,,,,,"O'Reilly Media; 2 edition (September 25, 2017)",11202 KB,550 pages,"September 25, 2017",Unlimited,,,,
42,Data-Science-Executives-Leveraging-Intelligence-ebook,$9.99,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Executives-Leveraging-Intelligence-ebook/dp/B07JBBNJQW,,,,,"Lioncrest Publishing (October 10, 2018)",4223 KB,184 pages,"October 10, 2018",Unlimited,,,,
43,Data-Science-Executives-Leveraging-Intelligence,$16.58,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Executives-Leveraging-Intelligence/dp/1544511256,1544511256,978-1544511252,English,266 pages,"Lioncrest Publishing (October 12, 2018)",,,,,,,,
44,Modern-Science-Chapman-Texts-Statistical,$41.27,2019-02-04,Data Science,https://www.amazon.com/Modern-Science-Chapman-Texts-Statistical/dp/1498724485&selectObb=rent,,,,,,,,,,True,,,
45,Modern-Science-Chapman-Texts-Statistical,$82.51,2019-02-04,Data Science,https://www.amazon.com/Modern-Science-Chapman-Texts-Statistical/dp/1498724485&selectObb=rent,,,,,,,,,,True,,,
46,Modern-Science-Chapman-Texts-Statistical-ebook,$79.04,2019-02-04,Data Science,https://www.amazon.com/Modern-Science-Chapman-Texts-Statistical-ebook/dp/B06XPNZ4H2,,,,,"Chapman and Hall/CRC; 1 edition (March 16, 2017)",102845 KB,582 pages,"March 16, 2017","Up to 4 simultaneous devices, per publisher limits",,,,
47,Linear-Algebra-Beginners-Doors-Careers,$6.99,2019-02-04,Data Science,https://www.amazon.com/Linear-Algebra-Beginners-Doors-Careers/dp/B01KW4Q372,,,,,,,,,,True,,,
48,Data-Science-Big-Analytics-Discovering,$45.92,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Big-Analytics-Discovering/dp/111887613X,111887613X,978-1118876138,English,,"Wiley; 1 edition (January 27, 2015)",,,,,,,432 pages,
49,Data-Science-Big-Analytics-Discovering-ebook,$37.66,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Big-Analytics-Discovering-ebook/dp/B00RXHVQF6,,,,,,,,,,True,,,
50,Data-Science-Warehousing-Visualization-Regression-ebook,$4.99,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Warehousing-Visualization-Regression-ebook/dp/B07K5YB7RF,,,,,,,,,,True,,,
51,Malware-Data-Science-Detection-Attribution,$27.70,2019-02-04,Data Science,https://www.amazon.com/Malware-Data-Science-Detection-Attribution/dp/1593278594,9781593278595,978-1593278595,English,272 pages,"No Starch Press (September 25, 2018)",,,,,,,,
52,Malware-Data-Science-Detection-Attribution-ebook,$29.99,2019-02-04,Data Science,https://www.amazon.com/Malware-Data-Science-Detection-Attribution-ebook/dp/B077X1V9SY,,,,,,,,,,True,,,
53,Data-Center-True-Cost-Internet,$1.99,2019-02-04,Data Science,https://www.amazon.com/Data-Center-True-Cost-Internet/dp/B074PG4LZH,,,,,,,,,,True,,,
54,Programming-Skills-Data-Science-Addison-Wesley,$39.28,2019-02-04,Data Science,https://www.amazon.com/Programming-Skills-Data-Science-Addison-Wesley/dp/0135133106,0135133106,,English,384 pages,"Addison-Wesley Professional; 1 edition (December 8, 2018)",,,,,,Addison-Wesley Data &amp; Analytics Series<br/>,,
55,Programming-Skills-Data-Science-Addison-Wesley-ebook,$31.19,2019-02-04,Data Science,https://www.amazon.com/Programming-Skills-Data-Science-Addison-Wesley-ebook/dp/B07KMDCHT2,,,,,"Addison-Wesley Professional; 1 edition (November 23, 2018)",77182 KB,384 pages,,"Up to 5 simultaneous devices, per publisher limits",,,,0135133106
56,Practical-Data-Science-Nina-Zumel,$39.38,2019-02-04,Data Science,https://www.amazon.com/Practical-Data-Science-Nina-Zumel/dp/1617291560,1617291560,978-1617291562,English,389 pages,"Manning; 1st edition (April 13, 2014)",,,,,,,,
57,Business-Intelligence-Analytics-Data-Science,$43.81,2019-02-04,Data Science,https://www.amazon.com/Business-Intelligence-Analytics-Data-Science/dp/0134633288&selectObb=rent,,,,,,,,,,True,,,
58,Business-Intelligence-Analytics-Data-Science,$97.27,2019-02-04,Data Science,https://www.amazon.com/Business-Intelligence-Analytics-Data-Science/dp/0134633288&selectObb=rent,,,,,,,,,,True,,,
59,Business-Intelligence-Analytics-Data-Science-ebook,$67.99,2019-02-04,Data Science,https://www.amazon.com/Business-Intelligence-Analytics-Data-Science-ebook/dp/B01N5RQVHE&selectObb=rent,,,,,,,,,,True,,,
60,Ethics-Data-Science-Mike-Loukides-ebook,$0.00,2019-02-04,Data Science,https://www.amazon.com/Ethics-Data-Science-Mike-Loukides-ebook/dp/B07GTC8ZN7,,,,,"O'Reilly Media; 1 edition (July 25, 2018)",3386 KB,41 pages,"August 21, 2018",Unlimited,,,,
61,Data-Analysis-Scratch-Python-Visualization-ebook,$5.99,2019-02-04,Data Science,https://www.amazon.com/Data-Analysis-Scratch-Python-Visualization-ebook/dp/B07GFQCKNR,,,,,"AI Sciences LLC; 2 edition (August 13, 2018)",4439 KB,153 pages,"August 13, 2018",Unlimited,,,,
62,Analysis-Scratch-Python-Step-Step,$15.95,2019-02-04,Data Science,https://www.amazon.com/Analysis-Scratch-Python-Step-Step/dp/1725678098,1725678098,978-1725678095,English,151 pages,"CreateSpace Independent Publishing Platform; 2 edition (August 14, 2018)",,,,,,,,
63,Torture-Data-Funny-Geek-Coffee,$13.50,2019-02-04,Data Science,https://www.amazon.com/Torture-Data-Funny-Geek-Coffee/dp/B06XJCNP4X,,,,,,,,,,True,,,
64,Computer-Age-Statistical-Inference-Mathematical,$52.67,2019-02-04,Data Science,https://www.amazon.com/Computer-Age-Statistical-Inference-Mathematical/dp/1107149894,1107149894,,English,,"Cambridge University Press; 1 edition (July 21, 2016)",,,,,,Institute of Mathematical Statistics Monographs (Book 5)<br/>,495 pages,
65,Computer-Age-Statistical-Inference-Mathematical-ebook,$36.49,2019-02-04,Data Science,https://www.amazon.com/Computer-Age-Statistical-Inference-Mathematical-ebook/dp/B01L27MR64,,,,,"Cambridge University Press; 1 edition (July 21, 2016)",11310 KB,496 pages,"August 30, 2016","Up to 4 simultaneous devices, per publisher limits",,,,
66,Big-Data-Science-Analytics-Hands,$60.00,2019-02-04,Data Science,https://www.amazon.com/Big-Data-Science-Analytics-Hands/dp/0996025537,0996025537,978-0996025539,English,542 pages,"VPT; 1 edition (April 15, 2016)",,,,,,,,
67,Big-Data-Science-Analytics-Hands,$69.41,2019-02-04,Data Science,https://www.amazon.com/Big-Data-Science-Analytics-Hands/dp/B01K95TSKI,,,,,,,,,,True,,,
68,Statistics-Essentials-Beginner-Data-Science-ebook,$5.99,2019-02-04,Data Science,https://www.amazon.com/Statistics-Essentials-Beginner-Data-Science-ebook/dp/B07N5DJ79H,,,,,"AI Sciences LLC (January 25, 2019)",2925 KB,90 pages,"January 25, 2019",Unlimited,,,,
69,Data-Science-Google-Cloud-Platform,$45.25,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Google-Cloud-Platform/dp/1491974567,1491974567,978-1491974568,English,410 pages,"O'Reilly Media; 1 edition (January 12, 2018)",,,,,,,,
70,Data-Science-Google-Cloud-Platform-ebook,$29.99,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Google-Cloud-Platform-ebook/dp/B0787L7RK3,,,,,"O'Reilly Media; 1 edition (December 12, 2017)",22687 KB,412 pages,"December 12, 2017",Unlimited,,,,
71,Fundamentals-Machine-Learning-Predictive-Analytics,$54.14,2019-02-04,Data Science,https://www.amazon.com/Fundamentals-Machine-Learning-Predictive-Analytics/dp/0262029448,0262029448,,English,,"The MIT Press; 1 edition (July 24, 2015)",,,,,,The MIT Press<br/>,624 pages,
72,Fundamentals-Machine-Learning-Predictive-Analytics-ebook,$65.51,2019-02-04,Data Science,https://www.amazon.com/Fundamentals-Machine-Learning-Predictive-Analytics-ebook/dp/B013FHC8CM,,,,,,,,,,True,,,
73,Data-Science-Handbook-Field-Cady,$56.89,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Handbook-Field-Cady/dp/1119092949,1119092949,978-1119092940,English,,"Wiley; 1 edition (February 28, 2017)",,,,,,,416 pages,
74,Data-Science-Handbook-Field-Cady-ebook,$35.78,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Handbook-Field-Cady-ebook/dp/B01N9ZUWWS,,,,,,,,,,True,,,
75,Machine-Learning-Algorithms-algorithms-learning,$49.99,2019-02-04,Data Science,https://www.amazon.com/Machine-Learning-Algorithms-algorithms-learning/dp/1789347998,1789347998,978-1789347999,English,522 pages,"Packt Publishing - ebooks Account; 2nd Revised edition edition (August 30, 2018)",,,,,,,,
76,Machine-Learning-Algorithms-algorithms-learning-ebook,$31.19,2019-02-04,Data Science,https://www.amazon.com/Machine-Learning-Algorithms-algorithms-learning-ebook/dp/B07CSLQGNC,,,,,,,,,,True,,,
77,Mens-Model-Science-T-Shirt-Medium,$18.23,2019-02-04,Data Science,https://www.amazon.com/Mens-Model-Science-T-Shirt-Medium/dp/B0778JQX3G,,,,,,,,,,True,,,
78,Data-Science-Transforming-Health-Care-ebook,$0.00,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Transforming-Health-Care-ebook/dp/B008Y1O0M6,,,,,"O'Reilly Media; 1 edition (August 24, 2012)",242 KB,27 pages,"August 31, 2012",Unlimited,,,,
79,Data-Science-Visual-Illustrations-Examples-ebook,$9.99,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Visual-Illustrations-Examples-ebook/dp/B07KNBFGFZ,,,,,,,,,,True,,,
80,Data-Science-Visual-Illustrations-Examples,$19.50,2019-02-04,Data Science,https://www.amazon.com/Data-Science-Visual-Illustrations-Examples/dp/1729017452,1729017452,978-1729017456,English,266 pages,"Independently published (November 17, 2018)",,,,,,,,
