,Name,Price,Recorded_On,Search_Word,Link,ISBN-10,ISBN-13,Language,Paperback,Publisher,File Size,Print Length,Publication Date,Simultaneous Device Usage,Failed SS,Series,Hardcover,Page Numbers Source ISBN
108,SARA-NELL-Computer-Jumpsuit-Bodysuit,$12.99,2019-02-02,Data Science,https://www.amazon.com/SARA-NELL-Computer-Jumpsuit-Bodysuit/dp/B07J5MFKGS,,,,,,,,,,True,,,
109,Agile-Data-Science-2-0-Applications,$31.33,2019-02-02,Data Science,https://www.amazon.com/Agile-Data-Science-2-0-Applications/dp/1491960116,1491960116,978-1491960110,English,352 pages,"O'Reilly Media; 1 edition (June 23, 2017)",,,,,,,,
110,Agile-Data-Science-2-0-Applications-ebook,$22.99,2019-02-02,Data Science,https://www.amazon.com/Agile-Data-Science-2-0-Applications-ebook/dp/B072MKL34K,,,,,"O'Reilly Media; 1 edition (June 7, 2017)",18164 KB,352 pages,"June 7, 2017",Unlimited,,,,
111,Extech-EX542-Industrial-MultiMeter-Datalogger,$286.35,2019-02-02,Data Science,https://www.amazon.com/Extech-EX542-Industrial-MultiMeter-Datalogger/dp/B004WN6HIU,,,,,,,,,,True,,,
112,Turret-Group-Data-Centre-Management,$69.51,2019-02-02,Data Science,https://www.amazon.com/Turret-Group-Data-Centre-Management/dp/B00BMFDY82,,,,,,,,,,True,,,
113,JONATHAN-KE-QUAN-Data-Autograph,$45.00,2019-02-02,Data Science,https://www.amazon.com/JONATHAN-KE-QUAN-Data-Autograph/dp/B00ITX9YMU,,,,,,,,,,True,,,
114,Data-Science-Approach-Computational-Reasoning,$67.38,2019-02-02,Data Science,https://www.amazon.com/Data-Science-Approach-Computational-Reasoning/dp/1482234815,1482234815,,English,539 pages,"Chapman and Hall/CRC; 1 edition (April 23, 2015)",,,,,,Chapman &amp; Hall/CRC The R Series (Book 26)<br/>,,
115,Data-Science-Approach-Computational-Reasoning-ebook,$68.35,2019-02-02,Data Science,https://www.amazon.com/Data-Science-Approach-Computational-Reasoning-ebook/dp/B00VHPANKO&selectObb=rent,,,,,,,,,,True,,,
116,Compatible-Nintendo-Cartridges-Anti-Shock-Accessories-Storage,$12.99,2019-02-02,Data Science,https://www.amazon.com/Compatible-Nintendo-Cartridges-Anti-Shock-Accessories-Storage/dp/B07L5JGKF8,,,,,,,,,,True,,,
117,Important-Science-Interview-Questions-Answers-ebook,$5.66,2019-02-02,Data Science,https://www.amazon.com/Important-Science-Interview-Questions-Answers-ebook/dp/B07MTNFG7M,,,,,,,,,,True,,,
118,Data-Science-Applications-Bharatendra-Rai,$2.99,2019-02-02,Data Science,https://www.amazon.com/Data-Science-Applications-Bharatendra-Rai/dp/B07KY3QQKL,,,,,,,,,,True,,,
